-0.27059987	0.27369474	-0.019786713	-0.61173426	-0.13676139	-0.85659606
-0.24786237	0.27369474	0.0752086	-0.79207395	-0.038514148	-0.92928736
-0.17964987	0.23111541	0.0752086	-0.67184749	-0.038514148	-0.85659606
-0.20238737	0.25240508	0.022537034	-0.61173426	0.057240683	-0.20237439
-0.31607487	0.20982575	-0.0024943062	-0.43139457	0.10431458	-0.056991794
-0.31607487	0.18853609	-0.0024943062	-0.37128135	0.29261017	-0.12968309
-0.24786237	0.23111541	-0.019786713	-0.43139457	0.52797967	-0.34775698
-0.17964987	0.27369474	0.022537034	-0.4915078	0.57505356	-0.78390477
-0.17964987	0.18853609	0.022537034	-0.55162103	0.57505356	-1.2200525
-0.24786237	0.23111541	-0.054371528	-0.43139457	0.62212746	-1.5108177
-0.24786237	0.18853609	0.022537034	-0.37128135	0.85749695	-2.0196568
-0.20238737	0.14595676	0.10154438	-0.61173426	0.95164475	-2.5284959
-0.24786237	0.14595676	-0.0024943062	-0.61173426	1.1870142	-2.6011872
-0.15691237	0.27369474	0.0752086	-0.4915078	1.3282359	-2.6011872
-0.043224863	0.23111541	-0.019786713	-0.61173426	1.3753098	-2.7465698
0.0017115513	0.18853609	-0.037079121	-0.91230041	1.6106793	-2.8192611
-0.065962364	0.18853609	-0.019786713	-0.91230041	1.8460488	-2.4558046
-0.11143737	0.14595676	-0.037079121	-0.85218718	2.0814183	-2.310422
-0.065962364	0.16724642	-0.054371528	-0.91230041	2.1755661	-2.0923481
-0.020487363	0.20982575	-0.0024943062	-0.85218718	2.1755661	-1.7288916
-0.065962364	0.18853609	-0.0024943062	-0.85218718	2.0814183	-1.5108177
0.0017115513	0.23111541	0.0752086	-0.67184749	2.3638617	-1.2200525
0.053596898	0.23111541	0.048872817	-0.61173426	2.3638617	-0.85659606
0.0017115513	0.16724642	0.022537034	-0.4915078	1.9872705	-0.71121347
0.0017115513	0.1246671	-0.0024943062	-0.25105489	1.8460488	-0.56583087
-0.065962364	0.14595676	-0.037079121	-0.25105489	1.6106793	0.010166785
-0.043224863	0.18853609	-0.0024943062	-0.37128135	1.5636054	0.010166785
0.070892014	0.18853609	0.022537034	-0.73196072	1.5636054	-0.12968309
0.070892014	0.25240508	0.10154438	-0.91230041	1.4223837	-0.34775698
0.070892014	0.27369474	0.048872817	-0.91230041	1.281162	-0.20237439
0.070892014	0.18853609	0.022537034	-0.97241364	1.0928664	-0.27506569
0.070892014	0.14595676	-0.0024943062	-0.85218718	1.0928664	-0.056991794
0.070892014	0.16724642	-0.0024943062	-0.67184749	0.95164475	-0.34775698
0.10548225	0.23111541	0.10154438	-0.73196072	0.85749695	-0.49313958
0.17466271	0.23111541	0.0752086	-0.67184749	0.85749695	-0.27506569
0.17466271	0.27369474	0.15421595	-0.79207395	0.62212746	0.010166785
0.12277736	0.23111541	0.10154438	-0.85218718	0.38675797	0.15138848
